coffee,cereal,jam,fruit,,
cheese,chocolate,,,,
bread,,,,,
sugar,,,,,
bread,butter,coffee,,,
eggs,cheese,milk,coffee,,
jam,chocolate,milk,,,
yogurt,,,,,
cereal,eggs,jam,,,
tea,eggs,milk,yogurt,butter,
eggs,tea,juice,milk,bread,flour
chocolate,jam,tea,bread,,
bread,eggs,cheese,flour,,
flour,tea,coffee,fruit,,
butter,juice,flour,,,
milk,yogurt,juice,,,
butter,,,,,
cereal,bread,flour,tea,milk,
jam,juice,bread,sugar,yogurt,milk
chocolate,cereal,cheese,,,
cereal,,,,,
bread,butter,cheese,eggs,,
coffee,fruit,,,,
bread,,,,,
yogurt,juice,tea,butter,,
sugar,milk,cheese,jam,tea,
butter,,,,,
flour,milk,chocolate,,,
tea,bread,,,,
juice,tea,jam,,,
juice,fruit,butter,eggs,tea,
juice,sugar,eggs,,,
jam,,,,,
sugar,coffee,flour,cereal,butter,yogurt
jam,eggs,,,,
bread,flour,jam,sugar,,
cereal,coffee,cheese,yogurt,flour,
milk,tea,flour,,,
chocolate,cereal,jam,,,
yogurt,bread,flour,fruit,,
fruit,flour,juice,tea,cereal,
tea,coffee,,,,
bread,butter,tea,,,
tea,,,,,
yogurt,jam,fruit,milk,coffee,eggs
yogurt,bread,,,,
chocolate,flour,,,,
bread,sugar,juice,tea,fruit,
jam,,,,,
eggs,chocolate,tea,flour,,
tea,butter,,,,
cereal,milk,tea,coffee,fruit,juice
cereal,eggs,,,,
coffee,sugar,chocolate,,,
butter,juice,,,,
eggs,chocolate,jam,,,
flour,coffee,cereal,jam,tea,eggs
sugar,,,,,
eggs,cereal,yogurt,tea,,
eggs,butter,flour,,,
fruit,chocolate,jam,cheese,,
bread,fruit,,,,
chocolate,sugar,tea,jam,fruit,cheese
fruit,milk,bread,flour,sugar,
coffee,juice,butter,,,
butter,chocolate,,,,
flour,,,,,
juice,tea,,,,
jam,fruit,eggs,,,
eggs,,,,,
juice,bread,cheese,,,
coffee,jam,,,,
eggs,cereal,sugar,jam,,
tea,cereal,milk,chocolate,,
cereal,butter,jam,sugar,,
bread,sugar,cereal,,,
bread,sugar,chocolate,,,
flour,,,,,
jam,milk,cheese,sugar,juice,coffee
flour,jam,tea,juice,,
eggs,coffee,chocolate,tea,,
eggs,milk,fruit,juice,,
sugar,tea,butter,,,
cereal,bread,juice,cheese,eggs,fruit
bread,milk,tea,,,
sugar,tea,yogurt,fruit,,
butter,eggs,,,,
coffee,tea,milk,,,
coffee,yogurt,,,,
jam,yogurt,butter,juice,,
bread,jam,,,,
juice,yogurt,tea,,,
cereal,,,,,
juice,chocolate,sugar,bread,flour,yogurt
sugar,,,,,
butter,yogurt,eggs,sugar,tea,juice
cereal,eggs,yogurt,coffee,,
cheese,tea,bread,eggs,,
coffee,milk,juice,,,
coffee,chocolate,milk,,,
cereal,flour,chocolate,sugar,milk,
